hpid,old_hpid,hospital_name,dutyAddr,sido,sigungu,emergency_type_code,emergency_type_name,tel_main,emergency_tel,lat,lon
A1304119,A1304119,대구예스병원,"대구광역시 남구 대명로 186, 지하1, 지상2~7층 (대명동)",대구광역시,남구,G009,응급실운영신고기관,053-264-9100,053-264-9100,35.8390085913899,128.578413878887
A1300034,A1300034,드림종합병원,대구광역시 남구 대명로 153 (대명동),대구광역시,남구,G007,지역응급의료기관,053-640-8800,053-640-8575,35.8396345121582,128.5743546304414
A1403699,A1403699,(의)성세의료재단 영종국제병원,"인천광역시 중구 하늘별빛로65번길 7-9, 3,4층 (중산동)",인천광역시,중구,G009,응급실운영신고기관,032-721-3003,032-721-3003,37.48847125467195,126.56466845237
A1400002,A1400002,인하대학교의과대학부속병원,"인천광역시 중구 인항로 27-0 (신흥동3가,인하대학병원)",인천광역시,중구,G001,권역응급의료센터,032-890-2114,032-890-2301,37.4584235016321,126.631868269228
A1400009,A1400009,인천기독병원,인천광역시 중구 답동로30번길 10 (율목동),인천광역시,중구,G007,지역응급의료기관,032-270-8000,032-270-8300,37.47122873588076,126.63208102847187
A1400037,A1400037,인천광역시의료원백령병원,"인천광역시 옹진군 백령면 백령로 233, 인천광역시의료원 백령병원",인천광역시,옹진군,G007,지역응급의료기관,032-836-1731,032-836-1732,37.96801574541532,124.72111307252132
A1400018,A1400018,인천적십자병원,"인천광역시 연수구 원인재로 263 (연수동, 인천적십자병원)",인천광역시,연수구,G007,지역응급의료기관,032-899-4000,032-899-4119,37.4185669257,126.6875335314
A1400011,A1400011,의료법인 나사렛의료재단 나사렛국제병원,"인천광역시 연수구 먼우금로 98 (동춘동, 나사렛국제병원)",인천광역시,연수구,G006,지역응급의료센터,032-899-9999,032-899-9699,37.4079911136402,126.67046935782248
A1400008,A1400008,(의)성세의료재단 뉴성민병원,"인천광역시 서구 칠천왕로33번길 17 (석남동, 신석로 70(석남1동, 성민병원))",인천광역시,서구,G007,지역응급의료기관,032-726-1000,032-726-1190,37.5089936801167,126.669478649026
A1400010,A1400010,검단탑병원,인천광역시 서구 청마로19번길 5 (당하동),인천광역시,서구,G006,지역응급의료센터,032-590-0114,032-590-0077,37.59241914491385,126.6710400927469
A1400003,A1400003,의료법인 루가의료재단 나은병원,"인천광역시 서구 원적로 23 (가좌동, 원적로 27번길 11(가좌동))",인천광역시,서구,G006,지역응급의료센터,032-584-0114,032-584-4119,37.4890534064866,126.679450677348
A1400005,A1400005,온누리병원,인천광역시 서구 완정로 199 (왕길동),인천광역시,서구,G007,지역응급의료기관,032-567-6200,032-568-9112,37.60280557009656,126.65430866269227
A1400015,A1400015,가톨릭관동대학교국제성모병원,"인천광역시 서구 심곡로100번길 25 (심곡동, 인천국제성모병원)",인천광역시,서구,G006,지역응급의료센터,1600-8291,032-290-3065,37.54237265391807,126.6836048687878
A1400013,A1400013,안은의료재단 부평세림병원,"인천광역시 부평구 부평대로 175 (청천동, 세림병원)",인천광역시,부평구,G006,지역응급의료센터,032-509-5555,032-509-5777,37.50684250997099,126.71994675790395
A1400032,A1400032,근로복지공단인천병원,인천광역시 부평구 무네미로 446 (구산동),인천광역시,부평구,G009,응급실운영신고기관,032-500-0114,,37.476349746510174,126.75331590774624
A1400012,A1400012,가톨릭대학교 인천성모병원,인천광역시 부평구 동수로 56 (부평동),인천광역시,부평구,G006,지역응급의료센터,032-280-6364,032-280-6107,37.4845586499062,126.724708130675
A1400016,A1400016,인천사랑병원,인천광역시 미추홀구 미추홀대로 726 (주안동),인천광역시,미추홀구,G006,지역응급의료센터,032-425-2001,032-457-2119,37.4620681991805,126.680345104401
A1400004,A1400004,현대유비스병원,인천광역시 미추홀구 독배로 503 (숭의동),인천광역시,미추홀구,G007,지역응급의료기관,032-888-7575,032-890-5582,37.46174383349464,126.64314168953122
A1404358,A1404358,더나눔병원,"인천광역시 미추홀구 독배로 408-1, 4~8층 (용현동)",인천광역시,미추홀구,G009,응급실운영신고기관,032-888-7755,032-888-7755,37.455819376431,126.650142764193
A1400007,A1400007,의료법인 성수의료재단 인천백병원,인천광역시 동구 샛골로 214 (송림동),인천광역시,동구,G007,지역응급의료기관,032-765-7070,032-280-8119,37.4772581429266,126.648504056866
A1400017,A1400017,인천광역시의료원,"인천광역시 동구 방축로 217 (송림동, 인천광역시 의료원)",인천광역시,동구,G007,지역응급의료기관,032-580-6000,032-580-6119,37.47884441174466,126.66861045817642
A1400045,A1400045,국제바로병원,"인천광역시 남동구 석정로 518, 1층일부, 2층일부 ~ 9층 (간석동)",인천광역시,남동구,G009,응급실운영신고기관,032-722-8585,032-722-8911,37.4655067884563,126.693226276277
A1403871,A1403871,인천힘찬종합병원,"인천광역시 남동구 논현로 72, 인천힘찬종합병원 (논현동)",인천광역시,남동구,G007,지역응급의료기관,1899-2220,032-459-3168,37.4010623210136,126.714686842521
A1400001,A1400001,의료법인 길의료재단 길병원,"인천광역시 남동구 남동대로774번길 21 (구월동, 가천대학교길병원)",인천광역시,남동구,G001,권역응급의료센터,1577-2299,032-460-3012,37.45208024654252,126.70916173607196
A1400014,A1400014,의료법인인성의료재단한림병원,인천광역시 계양구 장제로 722 (작전동),인천광역시,계양구,G006,지역응급의료센터,032-540-9114,032-540-9119,37.53218449100167,126.73435495537971
A1403372,A1403372,인천세종병원,"인천광역시 계양구 계양문화로 20, 인천세종병원 (작전동)",인천광역시,계양구,G006,지역응급의료센터,032-240-8135,032-240-8119,37.5325382832,126.7368531237
A1403121,A1403121,인천더드림병원,인천광역시 계양구 계양대로 123(작전동),인천광역시,계양구,G009,응급실운영신고기관,032-282-7575,032-282-7575,37.53499881280362,126.72225367019578
A1403617,A1403617,비에스종합병원,인천광역시 강화군 강화읍 충렬사로 31,인천광역시,강화군,G007,지역응급의료기관,032-290-0001,032-290-0119,37.7360530472,126.4857069547
A1500014,A1500014,미래로21병원,광주광역시 서구 화운로 1 (화정동),광주광역시,서구,G007,지역응급의료기관,062-450-1000,062-450-1119,35.14102639112141,126.88528864095338
A1500016,A1500016,광주한국병원,광주광역시 서구 월드컵4강로 223 (쌍촌동),광주광역시,서구,G007,지역응급의료기관,062-380-3000,062-380-3119,35.15618108764772,126.86880878336213
A1500022,A1500022,상무병원,광주광역시 서구 상무자유로 181-7 (치평동),광주광역시,서구,G007,지역응급의료기관,062-600-7000,062-600-7119,35.15242290709782,126.85391840686486
A1502006,A1502006,선한병원,광주광역시 서구 무진대로 975 (광천동),광주광역시,서구,G009,응급실운영신고기관,062-466-1000,062-466-1119,35.161551665649306,126.88702689023856
A1500020,A1500020,서광병원,광주광역시 서구 금화로59번길 6 (금호동),광주광역시,서구,G006,지역응급의료센터,062-600-8000,062-600-8119,35.132568331498724,126.85552710578938
A1500007,A1500007,광주희망병원,광주광역시 북구 하서로 429 (용두동),광주광역시,북구,G007,지역응급의료기관,062-608-6000,062-608-6119,35.21344678097714,126.87471568685204
A1500005,A1500005,광주일곡병원,광주광역시 북구 양일로 309 (일곡동),광주광역시,북구,G007,지역응급의료기관,062-608-7013,062-608-7119,35.20286119554041,126.8976085768722
A1500003,A1500003,광주현대병원,광주광역시 북구 설죽로 291 (용봉동),광주광역시,북구,G007,지역응급의료기관,062-570-0114,062-570-0119,35.18565646419727,126.89798149528588
A1500010,A1500010,운암한국병원,광주광역시 북구 북문대로 191 (운암동),광주광역시,북구,G007,지역응급의료기관,062-608-8000,062-608-8119,35.18513334103592,126.86956982285518
A1500015,A1500015,광주병원,광주광역시 북구 면앙로139번길 51 (두암동),광주광역시,북구,G007,지역응급의료기관,062-260-7000,062-260-7119,35.178949208210625,126.9281507303555
A1500057,A1500057,해피뷰병원,광주광역시 북구 경열로 216 (유동),광주광역시,북구,G009,응급실운영신고기관,062-519-9000,062-519-9119,35.15846280570811,126.9066923373126
A1500001,A1500001,조선대학교병원,광주광역시 동구 필문대로 365 (서석동),광주광역시,동구,G001,권역응급의료센터,1811-7474,062-220-3129,35.13854706991291,126.92683853357782
A1500002,A1500002,전남대학교병원,광주광역시 동구 제봉로 42 (학동),광주광역시,동구,G001,권역응급의료센터,062-220-5893,062-220-6801,35.141852541291165,126.92158688926376
A1500021,A1500021,광주기독병원,광주광역시 남구 양림로 37 (양림동),광주광역시,남구,G006,지역응급의료센터,062-650-5000,062-650-5119,35.136682861070376,126.91198438867642
A1500009,A1500009,광주씨티병원,광주광역시 남구 서문대로654번길 5 (진월동),광주광역시,남구,G007,지역응급의료기관,062-460-7000,062-460-7119,35.11776253778263,126.8995475485602
A1500078,A1500078,빛고을전남대학교병원,광주광역시 남구 덕남길 80 (덕남동),광주광역시,남구,G009,응급실운영신고기관,1899-0000,,35.094479626794445,126.89638434544383
A1500013,A1500013,동아병원,광주광역시 남구 대남대로 238 (백운동),광주광역시,남구,G007,지역응급의료기관,062-650-2500,062-650-2515,35.1347601218069,126.89990593135208
A1500011,A1500011,첨단종합병원,광주광역시 광산구 첨단중앙로170번길 59 (쌍암동),광주광역시,광산구,G006,지역응급의료센터,062-601-8000,062-601-8119,35.22113373578457,126.84530205666944
A1500004,A1500004,광주보훈병원,광주광역시 광산구 첨단월봉로 99 (산월동),광주광역시,광산구,G007,지역응급의료기관,062-602-6021,062-602-6119,35.207797211036485,126.84947860623932
A1500018,A1500018,광주수완병원,광주광역시 광산구 임방울대로 370 (수완동),광주광역시,광산구,G007,지역응급의료기관,062-958-1111,062-958-1119,35.19303617477934,126.82420927535313
A1500017,A1500017,하남성심병원,광주광역시 광산구 용아로 259 하남성심병원 (산정동),광주광역시,광산구,G007,지역응급의료기관,062-953-6000,062-958-1250,35.1664063968,126.800894228816
A1500019,A1500019,KS병원,광주광역시 광산구 왕버들로 220 (수완동),광주광역시,광산구,G006,지역응급의료센터,062-975-9000,062-975-9119,35.197963178976366,126.83322475289852
A1502007,A1502007,광주센트럴병원,"광주광역시 광산구 수완로 6, A동1,3,5,6층/B동동 (신가동)",광주광역시,광산구,G007,지역응급의료기관,062-950-9700,062-960-5119,35.185893735732634,126.82909951503984
A1500043,A1500043,광주열린병원,광주광역시 광산구 송도로 271 (송정동),광주광역시,광산구,G009,응급실운영신고기관,062-610-9000,062-610-9119,35.13768234340966,126.79889471288638
A1500071,A1500071,송정사랑병원,"광주광역시 광산구 송도로 232 (송정동, 송정사랑병원)",광주광역시,광산구,G009,응급실운영신고기관,062-949-9000,062-949-9119,35.13421179794,126.79736841847564
A1500006,A1500006,신가병원,광주광역시 광산구 목련로 316 (신가동),광주광역시,광산구,G007,지역응급의료기관,062-610-8702,062-610-8119,35.177619444444446,126.8298
A1600001,A1600001,충남대학교병원,"대전광역시 중구 문화로 282 (대사동, 충남대학교병원)",대전광역시,중구,G001,권역응급의료센터,1599-7123,042-280-8129,36.31696055071064,127.41546133417684
A1600008,A1600008,의료법인영훈의료재단대전선병원,"대전광역시 중구 목중로 29 (목동,(목동))",대전광역시,중구,G006,지역응급의료센터,042-220-8114,042-220-8129,36.3359621088938,127.41011056508802
A1600005,A1600005,학교법인가톨릭학원가톨릭대학교대전성모병원,"대전광역시 중구 대흥로 64, 성모병원 (대흥동)",대전광역시,중구,G006,지역응급의료센터,042-220-9114,042-220-9118,36.32302490017959,127.42027313317438
A1600007,A1600007,의료법인영훈의료재단유성선병원,대전광역시 유성구 북유성대로 93 (지족동),대전광역시,유성구,G006,지역응급의료센터,042-609-1000,042-609-1119,36.37535496572087,127.32491359339664
A1600002,A1600002,학교법인을지학원대전을지대학교병원,대전광역시 서구 둔산서로 95 (둔산동),대전광역시,서구,G006,지역응급의료센터,042-611-3000,042-259-1119,36.35506871267816,127.38199955857137
A1600006,A1600006,학교법인건양교육재단건양대학교병원,"대전광역시 서구 관저동로 158, 건양대학교병원 (관저동)",대전광역시,서구,G001,권역응급의료센터,042-600-9999,042-600-9119,36.306711701457246,127.34263046359918
A1602246,A1602246,대청병원,"대전광역시 서구 계백로 1322 (정림동, 대청병원)",대전광역시,서구,G007,지역응급의료기관,1899-6075,042-589-0119,36.308286328996566,127.37055327992432
A1600003,A1600003,대전한국병원,대전광역시 동구 동서대로 1672 (성남동),대전광역시,동구,G007,지역응급의료기관,042-606-1000,042-606-1119,36.34831776122198,127.43575049626224
A1600014,A1600014,대전화병원,대전광역시 동구 동대전로 39 (신안동),대전광역시,동구,G009,응급실운영신고기관,042-620-7575,070-7609-3531,36.32899497492114,127.43918933617724
A1600004,A1600004,대전보훈병원,대전광역시 대덕구 대청로82번길 147 (신탄진동),대전광역시,대덕구,G007,지역응급의료기관,042-939-0111,042-939-0100,36.4469365928189,127.43940812262
A1600009,A1600009,근로복지공단대전병원,대전광역시 대덕구 계족로 637 (법동),대전광역시,대덕구,G009,응급실운영신고기관,042-670-5419,042-670-5119,36.36857686754784,127.42849985514822
A1700036,A1700036,의료법인에스엠씨의료재단울산세민병원,울산광역시 중구 학성로 184 (학성동),울산광역시,중구,G009,응급실운영신고기관,052-290-0114,052-290-0119,35.556584160908145,129.33096884743864
A1700002,A1700002,의료법인동강의료재단동강병원,울산광역시 중구 태화로 239 (태화동),울산광역시,중구,G006,지역응급의료센터,052-241-1114,052-241-1190,35.55340950863559,129.30194290200075
A1701489,A1701489,의료법인동강의료재단동천동강병원,"울산광역시 중구 외솔큰길 215 (남외동, 동천동강병원)",울산광역시,중구,G009,응급실운영신고기관,052-702-3114,052-702-3456,35.5685460268,129.350477985
A1700001,A1700001,서울산보람병원,"울산광역시 울주군 삼남읍 중평로 53, 서울산보람병원",울산광역시,울주군,G007,지역응급의료기관,052-255-7114,052-255-7119,35.55991148325753,129.12071299840133
A1700007,A1700007,울산엘리야병원,울산광역시 북구 호계로 285 (호계동),울산광역시,북구,G009,응급실운영신고기관,052-290-2100,052-290-2119,35.62891129475159,129.350630148322
A1700025,A1700025,의료법인송은의료재단울산시티병원,울산광역시 북구 산업로 1007 (연암동),울산광역시,북구,G006,지역응급의료센터,052-280-9000,052-280-9119,35.58285370330335,129.35905740278503
A1700004,A1700004,학교법인울산공업학원울산대학교병원,"울산광역시 동구 대학병원로 25, 울산대학교병원 (전하동)",울산광역시,동구,G001,권역응급의료센터,052-250-7000,052-250-7000,35.5200593154,129.4288047478
A1700003,A1700003,울산병원,울산광역시 남구 월평로171번길 13 (신정동),울산광역시,남구,G006,지역응급의료센터,052-259-5000,052-259-5119,35.54621707569275,129.32309962689618
A1700010,A1700010,굿모닝병원,울산광역시 남구 삼산로 110 (달동),울산광역시,남구,G009,응급실운영신고기관,052-259-9000,052-259-9119,35.535010719916684,129.31995893362847
A1700011,A1700011,의료법인은성의료재단좋은삼정병원,울산광역시 남구 북부순환도로 51 (무거동),울산광역시,남구,G007,지역응급의료기관,052-220-7500,052-220-7600,35.55282641650826,129.26899792409964
A1700028,A1700028,의료법인정안의료재단중앙병원,"울산광역시 남구 문수로 472, 중앙병원 (신정동)",울산광역시,남구,G006,지역응급의료센터,052-226-1100,052-226-1119,35.53208761614168,129.3048401436768
A1700023,A1700023,(의)내경의료재단울산제일병원,울산광역시 남구 남산로354번길 26 (신정동),울산광역시,남구,G009,응급실운영신고기관,052-220-3300,052-220-3334,35.54823820112527,129.30701143429678
A1800417,A1800417,의료법인 영제 의료재단 엔케이세종병원,"세종특별자치시 한누리대로 161, 세종시 NK리움힐 상가 1~8층 (나성동)",세종특별자치시,한누리대로,G007,지역응급의료기관,044-850-7700,044-850-7705,36.47962250753158,127.26225618927695
A1800441,A1800441,세종충남대학교병원,"세종특별자치시 보듬7로 20, 세종충남대학교병원 (도담동)",세종특별자치시,보듬7로,G006,지역응급의료센터,1800-3114,044-995-3010,36.5195133641377,127.257942661368
A2115699,A2115699,의료법인원광의료재단원광종합병원,경기도 화성시 병점구 화산북로 21 (송산동),경기도,화성시,G007,지역응급의료기관,031-8077-7200,031-8077-7219,37.2100621333,127.0080345889
A2100018,A2100018,의료법인은혜와감사의료재단화성중앙종합병원,경기도 화성시 만세구 향남읍 발안로 5,경기도,화성시,G007,지역응급의료기관,031-352-8114,031-371-7998,37.13118966594901,126.910365631779
A2116685,A2116685,화성유일병원,경기도 화성시 만세구 남양읍 남양로920번길 6,경기도,화성시,G009,응급실운영신고기관,031-355-0119,031-351-0129,37.21778332253106,126.83265357240964
A2100046,A2100046,한림대학교동탄성심병원,경기도 화성시 동탄구 큰재봉길 7 (석우동),경기도,화성시,G006,지역응급의료센터,031-8086-3000,031-8086-2119,37.216650193541184,127.08000809235828
A2100031,A2100031,경기도의료원포천병원,경기도 포천시 포천로 1648 (신읍동),경기도,포천시,G006,지역응급의료센터,031-539-9114,031-539-9119,37.903264018475866,127.1983186069986
A2100036,A2100036,의료법인 일심의료재단 포천우리병원,경기도 포천시 소흘읍 호국로 661,경기도,포천시,G007,지역응급의료기관,031-542-0222,031-541-8282,37.827495913257785,127.1481437183119
A2113246,A2113246,의료법인양진의료재단평택성모병원,경기도 평택시 평택로 284 (세교동),경기도,평택시,G006,지역응급의료센터,031--1800-8800,070-5012-0119,37.008809910565546,127.07371568769604
A2100022,A2100022,의료법인박애의료재단박애병원,경기도 평택시 평택2로20번길 3 (평택동),경기도,평택시,G007,지역응급의료기관,031-652-2121,031-650-9219,36.99308383421509,127.08907896026508
A2100028,A2100028,의료법인백송의료재단굿모닝병원,경기도 평택시 중앙로 338 (합정동),경기도,평택시,G006,지역응급의료센터,031-5182-7700,031-5182-7582,36.9905734199,127.120463688
A2100301,A2100301,의료법인청파의료재단송탄중앙병원,경기도 평택시 오좌동길 17-16 (독곡동),경기도,평택시,G009,응급실운영신고기관,031-612-7000,031-612-7000,37.0885408447458,127.0641653404409
A2100255,A2100255,성심중앙병원,"경기도 평택시 안중읍 안현로서6길 16, 성심중앙병원",경기도,평택시,G009,응급실운영신고기관,031-681-1119,031-681-1119,36.9840021910249,126.92773248728592
A2100309,A2100309,의료법인갈렌의료재단박병원,경기도 평택시 송탄로 33 (장당동),경기도,평택시,G007,지역응급의료기관,031-666-2600,031-662-4119,37.0482647009,127.0570038575
A2100035,A2100035,경기도의료원파주병원,"경기도 파주시 중앙로 207, 경기도립의료원파주병원 (금촌동)",경기도,파주시,G006,지역응급의료센터,031-940-9100,031-940-9119,37.7548802103,126.779637936
A2100083,A2100083,무척조은병원,경기도 파주시 문산읍 방촌로 1675-20,경기도,파주시,G009,응급실운영신고기관,031-954-1400,031-953-0119,37.86396621605936,126.78097787974224
A2100130,A2100130,문산중앙병원,"경기도 파주시 문산읍 문향로39번길 53, 문산중앙병원",경기도,파주시,G009,응급실운영신고기관,031-950-9000,031-950-9099,37.85424810677575,126.78322857702756
A2100131,A2100131,메디인병원,경기도 파주시 금릉역로 190(금촌동),경기도,파주시,G007,지역응급의료기관,0319431191,031-570-7912,37.75804616829998,126.7748532614
A2100193,A2100193,경기도의료원이천병원,경기도 이천시 경충대로 2742 (관고동),경기도,이천시,G006,지역응급의료센터,031-630-4200,031-630-4333,37.282694444444445,127.43266388888888
A2100180,A2100180,바른병원,"경기도 이천시 경충대로 2543, 바른병원 (진리동)",경기도,이천시,G009,응급실운영신고기관,031-630-0300,031-630-0399,37.27373314023728,127.45038927398872
A2100043,A2100043,경기도의료원의정부병원,경기도 의정부시 흥선로 142 (의정부동),경기도,의정부시,G007,지역응급의료기관,0318285000,031-828-5119,37.74108830096243,127.04255485020956
A2100150,A2100150,추병원,경기도 의정부시 평화로 650 (의정부동),경기도,의정부시,G007,지역응급의료기관,031-845-7777,031-845-8313,37.7499600932,127.0450970956
A2100040,A2100040,가톨릭대학교의정부성모병원,"경기도 의정부시 천보로 271, 의정부성모병원 (금오동)",경기도,의정부시,G001,권역응급의료센터,1661-7500,031-820-5200,37.75865547828227,127.07767290194454
A2117994,A2117994,학교법인을지학원의정부을지대학교병원,"경기도 의정부시 동일로 712, 을지대학교 의정부캠퍼스 및 부속병원 (금오동)",경기도,의정부시,G006,지역응급의료센터,031-951-1000,031-8074-0119,37.7518290378344,127.050695679688
A2100034,A2100034,의료법인영동의료재단의정부백병원,경기도 의정부시 금신로 322 (신곡동),경기도,의정부시,G007,지역응급의료기관,031-856-8111,031-842-1211,37.74536735722315,127.0620670982038
A2100019,A2100019,(의)영문의료재단 다보스병원,"경기도 용인시 처인구 백옥대로1082번길 18, 다보스종합병원 (김량장동)",경기도,용인시,G006,지역응급의료센터,031-8021-2114,031-8021-2130,37.234641294534285,127.21049868474802
A2121142,A2121142,메디필드한강병원,경기도 용인시 처인구 금령로39번길 8-6 (김량장동),경기도,용인시,G007,지역응급의료기관,031-1551-0077,031-332-1119,37.2353957826327,127.201080221312
A2100122,A2100122,(의)효심의료재단용인서울병원,경기도 용인시 처인구 고림로 81 (고림동),경기도,용인시,G007,지역응급의료기관,031-337-0114,031-336-0119,37.240316373,127.2144914405
A2100029,A2100029,강남병원,"경기도 용인시 기흥구 중부대로 411, 강남병원 (신갈동)",경기도,용인시,G006,지역응급의료센터,031-300-0114,031-300-0119,37.27377983891884,127.11140719951388
A2100020,A2100020,연세대학교의과대학용인세브란스병원,경기도 용인시 기흥구 동백죽전대로 363 (중동),경기도,용인시,G006,지역응급의료센터,1899-1004,031-5189-9001,37.27077583197877,127.14818862464035
A2114449,A2114449,조은오산병원,경기도 오산시 오산로 307 (오산동),경기도,오산시,G009,응급실운영신고기관,1544-5355,031-373-8119,37.15432658078726,127.06824064919108
A2100024,A2100024,오산한국병원,경기도 오산시 밀머리로1번길 16 (원동),경기도,오산시,G006,지역응급의료센터,031-379-8300,031-378-5119,37.14122844920573,127.07533756274844
E2100187,E2100187,연천군보건의료원,경기도 연천군 전곡읍 은대성로 95,경기도,연천군,G007,지역응급의료기관,031-839-4001,031-839-4119,38.02374166666665,127.06124444444444
A2100194,A2100194,세종여주병원,"경기도 여주시 청심로 39, 세종여주병원 (하동)",경기도,여주시,G007,지역응급의료기관,031-880-7700,031-880-7754,37.3013258027,127.6267201581
A2100173,A2100173,연세새로운병원,경기도 여주시 영릉로 22 (창동),경기도,여주시,G009,응급실운영신고기관,031-885-7582,031-885-7582,37.289871650589454,127.63287952191529
A2100089,A2100089,양평병원,경기도 양평군 양평읍 중앙로 129,경기도,양평군,G007,지역응급의료기관,031-770-5000,031-770-5119,37.493962635485616,127.50347093330032
A2100134,A2100134,양주예쓰병원,경기도 양주시 회정로 103 (덕정동),경기도,양주시,G009,응급실운영신고기관,031-825-5000,031-825-1119,37.83756356362081,127.06463890111564
A2100015,A2100015,효산의료재단안양샘병원,"경기도 안양시 만안구 삼덕로 9 (안양동, 안양샘병원)",경기도,안양시,G006,지역응급의료센터,031-467-9114,031-467-9119,37.39340413136221,126.92447734066778
A2100010,A2100010,인산의료재단메트로병원,"경기도 안양시 만안구 명학로33번길 8 (안양동, 메트로병원)",경기도,안양시,G009,응급실운영신고기관,031-467-9000,031-467-9999,37.378597979767605,126.93529986382784
A2100004,A2100004,한림대학교성심병원,경기도 안양시 동안구 관평로170번길 22 (평촌동),경기도,안양시,G001,권역응급의료센터,031-380-1500,031-380-1500,37.3916511961,126.9619708207
A2100305,A2100305,안성성모병원,경기도 안성시 시장길 58 (서인동),경기도,안성시,G007,지역응급의료기관,031-675-6007,031-675-8275,37.00610345894585,127.2708442991513
A2100045,A2100045,경기도의료원안성병원,"경기도 안성시 남파로 95, 경기도의료원 안성병원 (당왕동)",경기도,안성시,G007,지역응급의료기관,031-8046-5000,031-8046-5119,37.01736702955601,127.26033944589189
A2100162,A2100162,동안산병원,경기도 안산시 상록구 월피로 88 (월피동),경기도,안산시,G009,응급실운영신고기관,031-410-1116,031-413-1116,37.3356927564414,126.852680642321
A2100124,A2100124,의료법인칠석의료재단사랑의병원,"경기도 안산시 상록구 예술광장로 69, 사랑의병원(593-4번지/593-5번지) (성포동)",경기도,안산시,G007,지역응급의료기관,031-439-3000,031-502-0119,37.327020396286656,126.84486352776976
A2100014,A2100014,근로복지공단안산병원,"경기도 안산시 상록구 구룡로 87, 근로복지공단안산병원 (일동)",경기도,안산시,G007,지역응급의료기관,031-500-1114,031-500-1119,37.31687107499767,126.87402848671928
A2100003,A2100003,고려대학교의과대학부속안산병원,경기도 안산시 단원구 적금로 123 (고잔동),경기도,안산시,G001,권역응급의료센터,031-1577-7516,031-412-5381,37.31885818300129,126.8250018362211
A2100021,A2100021,의료법인플러스의료재단단원병원,"경기도 안산시 단원구 원포공원1로 20, 동의성단원병원 (초지동)",경기도,안산시,G007,지역응급의료기관,031-8040-6600,031-8040-5911,37.3002188172703,126.81357021652911
A2100017,A2100017,대아의료재단한도병원,경기도 안산시 단원구 선부광장로 103 (선부동),경기도,안산시,G006,지역응급의료센터,031-8040-1114,031-8040-1129,37.334033447174896,126.8076558459104
A2100013,A2100013,의료법인록향의료재단신천연합병원,"경기도 시흥시 복지로 57, 복지로 61, 2층 (대야동)",경기도,시흥시,G007,지역응급의료기관,031-310-6300,031-310-6661,37.44454605843136,126.78938385106557
A2100008,A2100008,의료법인남촌의료재단시화병원,"경기도 시흥시 군자천로 381, 시화병원 (정왕동)",경기도,시흥시,G006,지역응급의료센터,031-1811-7000,031-5189-0567,37.349955639806,126.736970968751
A2100027,A2100027,의료법인석경의료재단센트럴병원,"경기도 시흥시 공단1대로 237 (정왕동, 센트럴 병원)",경기도,시흥시,G007,지역응급의료기관,031-8041-3000,031-8041-3019,37.336409472880064,126.72768862827667
A2100012,A2100012,가톨릭대학교성빈센트병원,경기도 수원시 팔달구 중부대로 93 (지동),경기도,수원시,G006,지역응급의료센터,031-1577-8588,031-249-7370,37.27792234538125,127.02744945028702
A2100009,A2100009,의료법인녹산의료재단동수원병원,경기도 수원시 팔달구 중부대로 165 (우만동),경기도,수원시,G006,지역응급의료센터,031-210-0114,031-210-0119,37.27816562305189,127.0343637912553
A2100175,A2100175,의료법인토마스의료재단윌스기념병원,경기도 수원시 팔달구 경수대로 437 (인계동),경기도,수원시,G007,지역응급의료기관,031-223-2233,031-240-6119,37.26502978126203,127.0254583588438
A2100032,A2100032,경기도의료원수원병원,경기도 수원시 장안구 수성로245번길 69 (정자동),경기도,수원시,G007,지역응급의료기관,031-888-0114,031-888-0119,37.29188165276277,126.99638776108884
A2119276,A2119276,매듭병원,"경기도 수원시 영통구 태장로 68, 매듭병원 (망포동)",경기도,수원시,G009,응급실운영신고기관,031-1800-9909,031-546-0030,37.2389316890871,127.05354381098
A2100002,A2100002,아주대학교병원,경기도 수원시 영통구 월드컵로 164 (원천동),경기도,수원시,G001,권역응급의료센터,031-219-5114,031-219-7777,37.2794477573662,127.04752107106702
A2117135,A2117135,의료법인명인의료재단화홍병원,경기도 수원시 권선구 호매실로90번길 98 (호매실동),경기도,수원시,G006,지역응급의료센터,031-278-0119,031-8021-6829,37.2601427452511,126.963891671858
A2121061,A2121061,의료법인덕산의료재단수원덕산병원,경기도 수원시 권선구 서부로 1674 (고색동),경기도,수원시,G007,지역응급의료기관,031-686-2000,031-686-2911,37.258630123004,126.974461185614
A2100206,A2100206,수원중앙병원,경기도 수원시 권선구 권선로 654 (권선동),경기도,수원시,G009,응급실운영신고기관,031-229-9777,031-229-9888,37.259913344591446,127.0228408488501
A2100011,A2100011,성남중앙병원,경기도 성남시 중원구 산성대로476번길 12 (금광동),경기도,성남시,G007,지역응급의료기관,031-743-3000,031-799-5599,37.4528032109466,127.16209535008764
A2106200,A2106200,바른마디병원,경기도 성남시 중원구 광명로 330 (금광동),경기도,성남시,G009,응급실운영신고기관,031-735-9110,,37.44526963651349,127.16256645920151
A2116806,A2116806,성남시의료원,"경기도 성남시 수정구 수정로171번길 10, 성남시의료원 (태평동)",경기도,성남시,G006,지역응급의료센터,031-738-7000,031-738-7300,37.44498428779224,127.13905704599767
